chord_name,chord_symbol,chord_type,root_note,chord_tones,chord_intervals,inversion_type,bass_note,chord_quality,tension_extensions,alterations,common_progressions,chord_scale_relationship,harmonic_series_ratios
G add9,Gadd9,add9,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_A","0,4,7,14",root,G,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G add9,Gadd9,add9,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_A","0,4,7,14",1,B,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G add9,Gadd9,add9,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_A","0,4,7,14",2,D,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G add9,Gadd9,add9,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_A","0,4,7,14",3,A,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G sus2,Gsus2,sus2,Tone_G,"Tone_G, Tone_A, Tone_D","0,2,7",root,G,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G sus2,Gsus2,sus2,Tone_G,"Tone_G, Tone_A, Tone_D","0,2,7",1,A,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G sus2,Gsus2,sus2,Tone_G,"Tone_G, Tone_A, Tone_D","0,2,7",2,D,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G sus4,Gsus4,sus4,Tone_G,"Tone_G, Tone_C, Tone_D","0,5,7",root,G,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G sus4,Gsus4,sus4,Tone_G,"Tone_G, Tone_C, Tone_D","0,5,7",1,C,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G sus4,Gsus4,sus4,Tone_G,"Tone_G, Tone_C, Tone_D","0,5,7",2,D,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# major,G#M,major,Tone_G#,"Tone_G#, Tone_C, Tone_D#","0,4,7",root,G#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
G# major,G#M,major,Tone_G#,"Tone_G#, Tone_C, Tone_D#","0,4,7",1,C,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
G# major,G#M,major,Tone_G#,"Tone_G#, Tone_C, Tone_D#","0,4,7",2,D#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
G# minor,G#m,minor,Tone_G#,"Tone_G#, Tone_B, Tone_D#","0,3,7",root,G#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
G# minor,G#m,minor,Tone_G#,"Tone_G#, Tone_B, Tone_D#","0,3,7",1,B,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
G# minor,G#m,minor,Tone_G#,"Tone_G#, Tone_B, Tone_D#","0,3,7",2,D#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
G# diminished,G#dim,diminished,Tone_G#,"Tone_G#, Tone_B, Tone_D","0,3,6",root,G#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
G# diminished,G#dim,diminished,Tone_G#,"Tone_G#, Tone_B, Tone_D","0,3,6",1,B,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
G# diminished,G#dim,diminished,Tone_G#,"Tone_G#, Tone_B, Tone_D","0,3,6",2,D,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
G# augmented,G#aug,augmented,Tone_G#,"Tone_G#, Tone_C, Tone_E","0,4,8",root,G#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# augmented,G#aug,augmented,Tone_G#,"Tone_G#, Tone_C, Tone_E","0,4,8",1,C,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# augmented,G#aug,augmented,Tone_G#,"Tone_G#, Tone_C, Tone_E","0,4,8",2,E,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# major_seventh,G#M7,major_seventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,11",root,G#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
G# major_seventh,G#M7,major_seventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,11",1,C,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
G# major_seventh,G#M7,major_seventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,11",2,D#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
G# major_seventh,G#M7,major_seventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,11",3,G,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
G# minor_seventh,G#m7,minor_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D#, Tone_F#","0,3,7,10",root,G#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
G# minor_seventh,G#m7,minor_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D#, Tone_F#","0,3,7,10",1,B,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
G# minor_seventh,G#m7,minor_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D#, Tone_F#","0,3,7,10",2,D#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
G# minor_seventh,G#m7,minor_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D#, Tone_F#","0,3,7,10",3,F#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
G# dominant_seventh,G#7,dominant_seventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#","0,4,7,10",root,G#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
G# dominant_seventh,G#7,dominant_seventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#","0,4,7,10",1,C,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
G# dominant_seventh,G#7,dominant_seventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#","0,4,7,10",2,D#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
G# dominant_seventh,G#7,dominant_seventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#","0,4,7,10",3,F#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
G# diminished_seventh,G#dim7,diminished_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D, Tone_F","0,3,6,9",root,G#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
G# diminished_seventh,G#dim7,diminished_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D, Tone_F","0,3,6,9",1,B,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
G# diminished_seventh,G#dim7,diminished_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D, Tone_F","0,3,6,9",2,D,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
G# diminished_seventh,G#dim7,diminished_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D, Tone_F","0,3,6,9",3,F,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
G# half_diminished,G#m7b5,half_diminished,Tone_G#,"Tone_G#, Tone_B, Tone_D, Tone_F#","0,3,6,10",root,G#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
G# half_diminished,G#m7b5,half_diminished,Tone_G#,"Tone_G#, Tone_B, Tone_D, Tone_F#","0,3,6,10",1,B,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
G# half_diminished,G#m7b5,half_diminished,Tone_G#,"Tone_G#, Tone_B, Tone_D, Tone_F#","0,3,6,10",2,D,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
G# half_diminished,G#m7b5,half_diminished,Tone_G#,"Tone_G#, Tone_B, Tone_D, Tone_F#","0,3,6,10",3,F#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
G# minor_major_seventh,G#mM7,minor_major_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D#, Tone_G","0,3,7,11",root,G#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
G# minor_major_seventh,G#mM7,minor_major_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D#, Tone_G","0,3,7,11",1,B,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
G# minor_major_seventh,G#mM7,minor_major_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D#, Tone_G","0,3,7,11",2,D#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
G# minor_major_seventh,G#mM7,minor_major_seventh,Tone_G#,"Tone_G#, Tone_B, Tone_D#, Tone_G","0,3,7,11",3,G,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
G# ninth,G#9,ninth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#","0,4,7,10,14",root,G#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G# ninth,G#9,ninth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#","0,4,7,10,14",1,C,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G# ninth,G#9,ninth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#","0,4,7,10,14",2,D#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G# ninth,G#9,ninth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#","0,4,7,10,14",3,F#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G# ninth,G#9,ninth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#","0,4,7,10,14",4,A#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G# eleventh,G#11,eleventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#","0,4,7,10,14,17",root,G#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G# eleventh,G#11,eleventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#","0,4,7,10,14,17",1,C,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G# eleventh,G#11,eleventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#","0,4,7,10,14,17",2,D#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G# eleventh,G#11,eleventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#","0,4,7,10,14,17",3,F#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G# eleventh,G#11,eleventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#","0,4,7,10,14,17",4,A#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G# eleventh,G#11,eleventh,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#","0,4,7,10,14,17",5,C#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G# thirteenth,G#13,thirteenth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,10,14,17,21",root,G#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G# thirteenth,G#13,thirteenth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,10,14,17,21",1,C,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G# thirteenth,G#13,thirteenth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,10,14,17,21",2,D#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G# thirteenth,G#13,thirteenth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,10,14,17,21",3,F#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G# thirteenth,G#13,thirteenth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,10,14,17,21",4,A#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G# thirteenth,G#13,thirteenth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,10,14,17,21",5,C#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G# thirteenth,G#13,thirteenth,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,10,14,17,21",6,F,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G# add9,G#add9,add9,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_A#","0,4,7,14",root,G#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# add9,G#add9,add9,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_A#","0,4,7,14",1,C,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# add9,G#add9,add9,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_A#","0,4,7,14",2,D#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# add9,G#add9,add9,Tone_G#,"Tone_G#, Tone_C, Tone_D#, Tone_A#","0,4,7,14",3,A#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# sus2,G#sus2,sus2,Tone_G#,"Tone_G#, Tone_A#, Tone_D#","0,2,7",root,G#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# sus2,G#sus2,sus2,Tone_G#,"Tone_G#, Tone_A#, Tone_D#","0,2,7",1,A#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# sus2,G#sus2,sus2,Tone_G#,"Tone_G#, Tone_A#, Tone_D#","0,2,7",2,D#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# sus4,G#sus4,sus4,Tone_G#,"Tone_G#, Tone_C#, Tone_D#","0,5,7",root,G#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# sus4,G#sus4,sus4,Tone_G#,"Tone_G#, Tone_C#, Tone_D#","0,5,7",1,C#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G# sus4,G#sus4,sus4,Tone_G#,"Tone_G#, Tone_C#, Tone_D#","0,5,7",2,D#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A major,AM,major,Tone_A,"Tone_A, Tone_C#, Tone_E","0,4,7",root,A,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
A major,AM,major,Tone_A,"Tone_A, Tone_C#, Tone_E","0,4,7",1,C#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
A major,AM,major,Tone_A,"Tone_A, Tone_C#, Tone_E","0,4,7",2,E,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
A minor,Am,minor,Tone_A,"Tone_A, Tone_C, Tone_E","0,3,7",root,A,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
A minor,Am,minor,Tone_A,"Tone_A, Tone_C, Tone_E","0,3,7",1,C,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
A minor,Am,minor,Tone_A,"Tone_A, Tone_C, Tone_E","0,3,7",2,E,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
A diminished,Adim,diminished,Tone_A,"Tone_A, Tone_C, Tone_D#","0,3,6",root,A,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
A diminished,Adim,diminished,Tone_A,"Tone_A, Tone_C, Tone_D#","0,3,6",1,C,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
A diminished,Adim,diminished,Tone_A,"Tone_A, Tone_C, Tone_D#","0,3,6",2,D#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
A augmented,Aaug,augmented,Tone_A,"Tone_A, Tone_C#, Tone_F","0,4,8",root,A,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A augmented,Aaug,augmented,Tone_A,"Tone_A, Tone_C#, Tone_F","0,4,8",1,C#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A augmented,Aaug,augmented,Tone_A,"Tone_A, Tone_C#, Tone_F","0,4,8",2,F,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A major_seventh,AM7,major_seventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G#","0,4,7,11",root,A,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
A major_seventh,AM7,major_seventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G#","0,4,7,11",1,C#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
A major_seventh,AM7,major_seventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G#","0,4,7,11",2,E,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
A major_seventh,AM7,major_seventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G#","0,4,7,11",3,G#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
A minor_seventh,Am7,minor_seventh,Tone_A,"Tone_A, Tone_C, Tone_E, Tone_G","0,3,7,10",root,A,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
A minor_seventh,Am7,minor_seventh,Tone_A,"Tone_A, Tone_C, Tone_E, Tone_G","0,3,7,10",1,C,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
A minor_seventh,Am7,minor_seventh,Tone_A,"Tone_A, Tone_C, Tone_E, Tone_G","0,3,7,10",2,E,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
A minor_seventh,Am7,minor_seventh,Tone_A,"Tone_A, Tone_C, Tone_E, Tone_G","0,3,7,10",3,G,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
A dominant_seventh,A7,dominant_seventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G","0,4,7,10",root,A,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
A dominant_seventh,A7,dominant_seventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G","0,4,7,10",1,C#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
A dominant_seventh,A7,dominant_seventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G","0,4,7,10",2,E,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
A dominant_seventh,A7,dominant_seventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G","0,4,7,10",3,G,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
A diminished_seventh,Adim7,diminished_seventh,Tone_A,"Tone_A, Tone_C, Tone_D#, Tone_F#","0,3,6,9",root,A,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
A diminished_seventh,Adim7,diminished_seventh,Tone_A,"Tone_A, Tone_C, Tone_D#, Tone_F#","0,3,6,9",1,C,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
A diminished_seventh,Adim7,diminished_seventh,Tone_A,"Tone_A, Tone_C, Tone_D#, Tone_F#","0,3,6,9",2,D#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
A diminished_seventh,Adim7,diminished_seventh,Tone_A,"Tone_A, Tone_C, Tone_D#, Tone_F#","0,3,6,9",3,F#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
A half_diminished,Am7b5,half_diminished,Tone_A,"Tone_A, Tone_C, Tone_D#, Tone_G","0,3,6,10",root,A,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
A half_diminished,Am7b5,half_diminished,Tone_A,"Tone_A, Tone_C, Tone_D#, Tone_G","0,3,6,10",1,C,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
A half_diminished,Am7b5,half_diminished,Tone_A,"Tone_A, Tone_C, Tone_D#, Tone_G","0,3,6,10",2,D#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
A half_diminished,Am7b5,half_diminished,Tone_A,"Tone_A, Tone_C, Tone_D#, Tone_G","0,3,6,10",3,G,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
A minor_major_seventh,AmM7,minor_major_seventh,Tone_A,"Tone_A, Tone_C, Tone_E, Tone_G#","0,3,7,11",root,A,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
A minor_major_seventh,AmM7,minor_major_seventh,Tone_A,"Tone_A, Tone_C, Tone_E, Tone_G#","0,3,7,11",1,C,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
A minor_major_seventh,AmM7,minor_major_seventh,Tone_A,"Tone_A, Tone_C, Tone_E, Tone_G#","0,3,7,11",2,E,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
A minor_major_seventh,AmM7,minor_major_seventh,Tone_A,"Tone_A, Tone_C, Tone_E, Tone_G#","0,3,7,11",3,G#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
A ninth,A9,ninth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B","0,4,7,10,14",root,A,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A ninth,A9,ninth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B","0,4,7,10,14",1,C#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A ninth,A9,ninth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B","0,4,7,10,14",2,E,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A ninth,A9,ninth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B","0,4,7,10,14",3,G,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A ninth,A9,ninth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B","0,4,7,10,14",4,B,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A eleventh,A11,eleventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D","0,4,7,10,14,17",root,A,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A eleventh,A11,eleventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D","0,4,7,10,14,17",1,C#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A eleventh,A11,eleventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D","0,4,7,10,14,17",2,E,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A eleventh,A11,eleventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D","0,4,7,10,14,17",3,G,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A eleventh,A11,eleventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D","0,4,7,10,14,17",4,B,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A eleventh,A11,eleventh,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D","0,4,7,10,14,17",5,D,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A thirteenth,A13,thirteenth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,10,14,17,21",root,A,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A thirteenth,A13,thirteenth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,10,14,17,21",1,C#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A thirteenth,A13,thirteenth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,10,14,17,21",2,E,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A thirteenth,A13,thirteenth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,10,14,17,21",3,G,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A thirteenth,A13,thirteenth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,10,14,17,21",4,B,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
