lower_note,upper_note,interval_name,semitones,frequency_ratio,cents,harmonic_series_position,consonance_level,interval_class,compound_interval,enharmonic_spellings,beat_frequency_hz_440,beat_frequency_hz_432,lower_freq_hz_440,upper_freq_hz_440,lower_freq_hz_432,upper_freq_hz_432,resolution_vectors,functional_tendencies,modern_applications,constructive_interference_ratio,destructive_interference_ratio,interference_pattern_type,phase_relationship_degrees,roughness_index
C#1/Db1,E1,minor third,3,6:5,300,none,consonant,m3,simple,minor third,6.55,6.43,34.65,41.2,34.020000000000000,40.45090909090910,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9012,0.0108,moderate_beating,198.0,0.2183
C#1/Db1,F1,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,9.0,8.84,34.65,43.65,34.020000000000000,42.85636363636360,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9112,0.0096,consonant_moderate_beating,0.0,0.09
C#1/Db1,F#1/Gb1,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,11.6,11.39,34.65,46.25,34.020000000000000,45.40909090909090,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9858,0.0014,consonant_fast_beating,216.0,0.116
C#1/Db1,G1,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,14.35,14.09,34.65,49.0,34.020000000000000,48.10909090909090,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5531,0.0748,fast_beating,126.0,0.4783
C#1/Db1,G#1/Ab1,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,17.26,16.95,34.65,51.91,34.020000000000000,50.966181818181800,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9816,0.0019,consonant_fast_beating,93.6,0.1726
C#1/Db1,A1,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,20.35,19.98,34.65,55.0,34.020000000000000,54.0,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5339,0.0803,fast_beating,126.0,0.6783
C#1/Db1,B1,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,27.09,26.6,34.65,61.74,34.020000000000000,60.61745454545460,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,fast_beating,32.4,0.903
C#1/Db1,C2,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,30.76,30.2,34.65,65.41,34.020000000000000,64.22072727272730,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4711,0.1009,roughness,273.6,0.962
C#1/Db1,D2,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,38.77,38.07,34.65,73.42,34.020000000000000,72.08509090909090,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4568,0.1063,roughness,277.2,0.5615
C#1/Db1,E2,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,47.76,46.89,34.65,82.41,34.020000000000000,80.91163636363640,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,roughness,273.6,0.112
C#1/Db1,F2,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,52.66,51.7,34.65,87.31,34.020000000000000,85.72254545454550,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1614,0.342,roughness,237.6,0.9734
C#1/Db1,G2,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,63.35,62.2,34.65,98.0,34.020000000000000,96.21818181818180,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.453,roughness,126.0,0.8665
C#1/Db1,A2,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,75.35,73.98,34.65,110.0,34.020000000000000,108.0,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0785,0.5401,roughness,126.0,0.7465
C#1/Db1,B2,minor fourteenth,22,16:9,2200,none,dissonant,m14,compound,minor seventh + octave,88.82,87.21,34.65,123.47,34.020000000000000,121.22509090909100,resolution_down_to_sixth|resolution_up_to_octave|suspension_character|compound_spacing|register_displacement,dominant_seventh_dissonance|modal_mixture|extended_harmony,modal_frame|min7_chord_color|blues_harmony_foundation|jazz_extensions|contemporary_color,0.0601,0.6099,roughness,295.2,0.6118
C#1/Db1,C3,major fourteenth,23,15:4,2300,15th harmonic,dissonant,M14,compound,major seventh + octave,96.16,94.41,34.65,130.81,34.020000000000000,128.43163636363600,resolution_up_to_octave|chromatic_approach|half_step_tension|compound_spacing|register_displacement,leading_tone_function|dominant_preparation|extended_harmony,maj7_chord_color|chromatic_harmony|impressionist_dissonance|jazz_extensions|contemporary_color,0.0533,0.6397,roughness,57.6,0.5384
D1,D#1/Eb1,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,2.18,2.14,36.71,38.89,36.042545454545500,38.18290909090910,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7603,0.0306,moderate_beating,64.8,0.0727
D1,E1,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,4.49,4.41,36.71,41.2,36.042545454545500,40.45090909090910,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9738,0.0027,moderate_beating,176.4,0.1497
D1,F1,minor third,3,6:5,300,none,consonant,m3,simple,minor third,6.94,6.81,36.71,43.65,36.042545454545500,42.85636363636360,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9013,0.0108,moderate_beating,338.4,0.2313
D1,F#1/Gb1,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,9.54,9.37,36.71,46.25,36.042545454545500,45.40909090909090,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9101,0.0098,consonant_moderate_beating,194.4,0.0954
D1,G1,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,12.29,12.07,36.71,49.0,36.042545454545500,48.10909090909090,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9857,0.0015,consonant_fast_beating,104.4,0.1229
D1,G#1/Ab1,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,15.2,14.92,36.71,51.91,36.042545454545500,50.966181818181800,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5533,0.0747,fast_beating,72.0,0.5067
D1,A1,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,18.29,17.96,36.71,55.0,36.042545454545500,54.0,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9826,0.0018,consonant_fast_beating,104.4,0.1829
D1,B1,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,25.03,24.57,36.71,61.74,36.042545454545500,60.61745454545460,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3548,0.1539,fast_beating,10.8,0.8343
D1,C2,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,28.7,28.18,36.71,65.41,36.042545454545500,64.22072727272730,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,fast_beating,252.0,0.9567
D1,D2,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,36.71,36.04,36.71,73.42,36.042545454545500,72.08509090909090,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,1.0,0.0,consonant_roughness,255.6,0.1993
D1,E2,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,45.7,44.87,36.71,82.41,36.042545454545500,80.91163636363640,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,roughness,252.0,0.215
D1,F2,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,50.6,49.68,36.71,87.31,36.042545454545500,85.72254545454550,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,roughness,216.0,0.994
D1,G2,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,61.29,60.18,36.71,98.0,36.042545454545500,96.21818181818180,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.1299,0.401,roughness,104.4,0.8871
D1,A2,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,73.29,71.96,36.71,110.0,36.042545454545500,108.0,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4991,roughness,104.4,0.7671
D1,B2,major thirteenth,21,5:3,2100,none,mild dissonant,M13,compound,major sixth + octave,86.76,85.18,36.71,123.47,36.042545454545500,121.22509090909100,expand_to_octave|contract_to_fifth|leading_tone_preparation|compound_spacing|register_displacement,submediant_function|deceptive_cadence|extended_harmony,lydian_extension|maj13_color|neapolitan_preparation|jazz_extensions|contemporary_color,0.0683,0.5769,roughness,273.6,0.6324
D1,C3,minor fourteenth,22,16:9,2200,none,dissonant,m14,compound,minor seventh + octave,94.1,92.39,36.71,130.81,36.042545454545500,128.43163636363600,resolution_down_to_sixth|resolution_up_to_octave|suspension_character|compound_spacing|register_displacement,dominant_seventh_dissonance|modal_mixture|extended_harmony,modal_frame|min7_chord_color|blues_harmony_foundation|jazz_extensions|contemporary_color,0.0601,0.6099,roughness,36.0,0.559
D1,D3,perfect fifteenth,24,4:1,2400,2nd harmonic,consonant,P15,compound,double octave,110.12,108.12,36.71,146.83,36.042545454545500,144.16036363636400,stable|register_doubling|harmonic_reinforcement|compound_spacing|register_displacement,tonic_reinforcement|structural_support|extended_harmony,octave_displacement|register_transfer|harmonic_series_anchor|jazz_extensions|contemporary_color,0.0476,0.6666,separate_tones,43.2,0.3988
D#1/Eb1,E1,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,2.31,2.27,38.89,41.2,38.18290909090910,40.45090909090910,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7604,0.0305,moderate_beating,111.6,0.077
D#1/Eb1,F1,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,4.76,4.67,38.89,43.65,38.18290909090910,42.85636363636360,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9746,0.0026,moderate_beating,273.6,0.1587
D#1/Eb1,F#1/Gb1,minor third,3,6:5,300,none,consonant,m3,simple,minor third,7.36,7.23,38.89,46.25,38.18290909090910,45.40909090909090,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9029,0.0106,moderate_beating,129.6,0.2453
D#1/Eb1,G1,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,10.11,9.93,38.89,49.0,38.18290909090910,48.10909090909090,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9094,0.0099,consonant_fast_beating,39.6,0.1011
D#1/Eb1,G#1/Ab1,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,13.02,12.78,38.89,51.91,38.18290909090910,50.966181818181800,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9856,0.0015,consonant_fast_beating,7.2,0.1302
D#1/Eb1,A1,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,16.11,15.82,38.89,55.0,38.18290909090910,54.0,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5528,0.0749,fast_beating,39.6,0.537
D#1/Eb1,B1,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,22.85,22.43,38.89,61.74,38.18290909090910,60.61745454545460,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5332,0.0805,fast_beating,306.0,0.7617
D#1/Eb1,C2,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,26.52,26.04,38.89,65.41,38.18290909090910,64.22072727272730,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3547,0.1539,fast_beating,187.2,0.884
D#1/Eb1,D2,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,34.53,33.9,38.89,73.42,38.18290909090910,72.08509090909090,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4715,0.1008,roughness,190.8,0.7735
D#1/Eb1,E2,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,43.52,42.73,38.89,82.41,38.18290909090910,80.91163636363640,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4565,0.1064,roughness,187.2,0.324
D#1/Eb1,F2,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,48.42,47.54,38.89,87.31,38.18290909090910,85.72254545454550,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2898,0.1968,roughness,151.2,0.079
D#1/Eb1,G2,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,59.11,58.04,38.89,98.0,38.18290909090910,96.21818181818180,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.3421,roughness,39.6,0.9089
D#1/Eb1,A2,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,71.11,69.82,38.89,110.0,38.18290909090910,108.0,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,roughness,39.6,0.7889
D#1/Eb1,B2,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,84.58,83.04,38.89,123.47,38.18290909090910,121.22509090909100,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0784,0.5402,roughness,208.8,0.6542
